100000 2000 10 100 0
1355 85 247 168 61 2
1355 88 498 7 184 4
1355 120 230 13 467 3
1355 168 166 456 443 2
1355 216 353 152 161 4
1355 294 474 1 303 6
1355 351 398 40 138 7
1355 357 64 401 213 4
1355 376 93 276 19 6
1355 377 403 342 218 9
1355 389 139 44 344 0
1355 428 492 15 244 6
1355 429 477 395 220 9
1355 431 72 22 49 6
1355 441 471 470 439 7
1355 442 172 108 244 1
1355 456 18 258 77 5
1355 464 206 318 445 3
1355 475 240 9 187 11
1355 491 17 432 49 3
1355 494 390 42 42 6
1356 58 464 150 488 0
1356 62 28 111 376 5
1356 99 240 374 203 2
1356 152 179 243 228 2
1356 228 113 368 158 1
1356 283 439 241 172 2
1356 287 60 482 65 4
1356 318 182 44 24 5
1356 321 56 287 429 2
1356 349 283 30 99 2
1356 362 262 349 340 4
1356 396 86 39 354 5
1356 396 398 260 283 4
1356 434 381 31 355 8
1356 490 332 380 328 8
1357 40 397 209 2 1
1357 72 353 86 16 2
1357 82 32 139 464 8
1357 108 292 168 477 4
1357 179 355 364 490 6
1357 181 463 299 146 5
1357 188 471 407 214 2
1357 210 158 125 95 5
1357 243 14 50 114 2
1357 247 207 10 338 4
1357 323 398 485 62 0
1357 326 463 290 217 7
1357 328 24 248 207 2
1357 377 453 474 222 8
1357 418 404 51 249 4
1357 452 76 210 180 6
1357 453 180 37 15 5
1358 2 317 313 131 6
1358 14 171 228 227 6
1358 70 178 22 280 6
1358 166 77 49 169 6
1358 176 435 13 275 1
1358 228 478 317 386 3
1358 229 386 294 43 4
1358 270 387 364 33 0
1358 305 435 292 448 0
1358 332 292 69 244 2
1358 374 71 234 493 8
1358 384 223 305 334 11
1358 408 494 249 136 3
1358 489 486 404 473 1
1359 44 315 110 466 3
1359 74 416 386 429 6
1359 106 113 156 451 5
1359 111 216 412 125 3
1359 149 217 171 291 4
1359 150 155 55 363 6
1359 234 269 379 461 1
1359 273 192 14 420 6
1359 319 61 184 255 11
1359 322 439 129 499 6
1359 419 324 239 7 5
1359 440 20 266 156 2
1359 459 208 25 306 10
1359 466 157 436 26 4
1359 496 450 370 478 0
1359 497 223 469 468 0
1360 23 117 252 396 8
1360 43 373 189 105 3
1360 74 381 308 451 9
1360 167 103 476 499 6
1360 227 475 348 393 2
1360 246 485 456 269 4
1360 257 176 331 259 8
1360 283 462 68 196 4
1360 284 337 228 256 4
1360 295 259 220 353 2
1360 306 417 183 437 7
1360 309 229 253 224 4
1360 315 445 328 21 5
1360 336 314 355 262 3
1360 343 386 422 441 7
1360 406 398 398 256 1
1360 408 50 158 267 6
1360 466 396 59 86 6
1360 476 128 368 218 12
1361 16 274 45 218 3
1361 36 33 468 28 4
1361 126 219 152 96 2
1361 163 489 438 410 5
1361 190 212 394 16 8
1361 260 49 387 237 6
1361 280 193 15 76 0
1361 368 87 95 205 1
1361 390 414 50 216 5
1361 396 19 208 481 6
1361 482 122 37 281 6
1361 486 149 315 182 5
1361 489 225 293 145 7
1362 23 96 481 156 5
1362 27 361 300 427 2
1362 46 435 237 114 1
1362 61 345 136 450 8
1362 62 181 375 370 1
1362 62 416 322 435 6
1362 72 120 132 344 6
1362 134 265 321 388 3
1362 137 33 13 37 6
1362 206 330 479 326 3
1362 213 196 383 197 1
1362 215 159 142 314 0
1362 243 291 7 199 2
1362 256 98 80 327 7
1362 284 255 169 266 5
1362 293 23 378 459 0
1362 293 484 81 369 6
1362 305 249 257 440 7
1362 361 320 210 402 5
1362 396 297 254 429 6
1362 409 176 96 24 3
1362 417 57 349 18 4
1363 14 237 96 83 4
1363 38 105 173 260 4
1363 183 431 246 133 7
1363 188 382 493 73 8
1363 252 342 58 342 5
1363 330 114 195 120 4
1363 332 24 435 131 4
1363 335 438 437 387 4
1363 388 411 404 95 4
1363 395 90 80 115 0
1363 399 134 254 323 5
1363 405 57 192 478 1
1363 421 343 201 294 3
1364 12 386 30 498 4
1364 17 404 46 463 2
1364 27 32 242 498 7
1364 33 310 350 154 2
1364 56 463 223 152 7
1364 83 310 172 186 6
1364 255 455 170 17 3
1364 290 43 339 309 1
1364 313 328 157 163 5
1364 374 171 90 274 5
1364 384 247 166 338 2
1364 425 177 366 134 8
1364 431 439 226 44 1
1364 441 167 209 331 10
1364 441 180 473 290 3
1364 463 368 387 117 2
1364 485 335 149 321 2
1365 11 349 381 454 10
1365 60 128 498 227 6
1365 80 123 105 448 9
1365 103 376 131 11 7
1365 108 25 476 78 4
1365 131 427 263 416 4
1365 136 222 183 227 5
1365 161 348 328 386 5
1365 199 306 322 302 8
1365 208 92 8 293 3
1365 231 388 310 150 3
1365 244 250 498 293 2
1365 256 366 230 82 6
1365 266 55 299 195 4
1365 270 129 30 302 7
1365 350 189 50 348 3
1365 353 392 135 357 5
1365 370 394 189 75 8
1365 402 445 7 444 6
1365 407 39 491 266 5
1365 432 318 185 28 9
1365 482 26 496 162 4
1366 28 229 83 204 4
1366 44 240 464 418 4
1366 67 201 337 41 1
1366 87 19 22 8 10
1366 187 298 466 302 8
1366 241 254 131 184 7
1366 260 323 294 14 1
1366 262 366 133 161 5
1366 262 377 65 496 4
1366 282 314 365 496 3
1366 299 157 371 209 5
1366 316 194 66 263 9
1366 331 393 109 96 2
1366 381 207 142 48 4
1366 393 89 62 107 0
1366 414 396 249 276 4
1366 454 92 171 98 4
1366 488 247 340 298 9
1367 7 221 370 370 2
1367 22 450 220 324 5
1367 70 245 388 4 4
1367 80 147 247 134 8
1367 81 11 494 392 12
1367 87 164 348 467 6
1367 115 417 187 293 5
1367 119 110 246 39 9
1367 126 72 396 468 0
1367 131 456 234 311 5
1367 187 197 473 344 2
1367 369 382 219 329 4
1367 413 278 416 373 1
1367 446 333 224 115 0
1367 491 59 43 412 5
1368 17 303 67 317 1
1368 54 299 190 361 3
1368 81 18 352 330 3
1368 156 347 132 37 6
1368 195 212 117 444 3
1368 226 304 445 16 5
1368 236 280 406 68 3
1368 295 390 127 273 8
1368 341 314 450 400 11
1368 357 484 0 260 7
1368 360 15 112 481 7
1368 414 82 271 160 6
1368 439 426 221 492 2
1368 494 367 28 326 5
1369 2 400 247 324 10
1369 33 110 334 376 0
1369 40 11 381 313 0
1369 40 352 158 453 7
1369 44 81 101 309 4
1369 54 434 414 143 10
1369 123 273 139 408 5
1369 126 208 296 329 0
1369 164 66 449 336 5
1369 169 237 24 142 5
1369 176 135 376 300 5
1369 196 408 337 432 7
1369 220 356 397 431 4
1369 232 321 345 98 2
1369 255 140 237 47 4
1369 265 71 234 34 5
1369 269 439 171 51 4
1369 305 497 13 286 3
1369 315 188 80 96 0
1369 316 299 305 207 6
1369 339 478 160 105 6
1369 347 113 185 278 5
1369 385 10 195 136 10
1369 440 259 371 195 6
1369 489 404 274 299 1
1370 22 287 463 202 3
1370 39 323 133 432 6
1370 55 268 471 189 8
1370 73 430 19 299 8
1370 80 39 386 202 3
1370 106 23 461 229 1
1370 110 149 459 177 2
1370 115 406 49 10 3
1370 117 466 214 437 7
1370 125 98 345 313 1
1370 194 39 428 347 4
1370 252 305 46 12 5
1370 314 314 44 28 4
1370 361 492 400 291 5
1370 382 198 64 100 2
1370 398 269 289 32 7
1370 466 152 406 384 12
1370 486 127 4 152 3
1370 489 299 495 467 5
1371 24 491 23 36 5
1371 58 342 237 77 4
1371 137 68 114 46 6
1371 164 337 486 324 2
1371 189 13 343 275 0
1371 211 74 22 75 1
1371 268 365 485 272 1
1371 278 159 356 475 5
1371 285 329 189 148 10
1371 306 361 211 347 2
1371 314 185 1 316 5
1371 359 12 228 177 7
1371 376 207 235 457 8
1371 399 138 162 331 8
1371 424 73 80 192 1
1371 461 489 103 263 3
1371 484 296 193 250 3
1371 494 395 153 113 9
1372 5 265 15 71 6
1372 6 310 169 437 6
1372 28 131 473 348 5
1372 37 297 426 242 9
1372 39 97 300 195 0
1372 77 236 323 20 5
1372 93 452 381 268 7
1372 143 221 355 67 0
1372 186 46 299 169 6
1372 221 217 321 34 5
1372 221 428 457 298 6
1372 257 225 41 350 3
1372 278 98 163 167 5
1372 328 461 48 312 12
1372 339 324 333 338 4
1372 351 337 461 378 0
1372 360 86 387 115 4
1372 421 363 65 42 7
1372 468 401 233 344 6
1372 468 473 132 355 4
1372 477 438 43 355 0
1372 480 186 394 348 2
1373 13 322 263 473 8
1373 19 148 84 108 4
1373 40 201 53 262 3
1373 105 405 405 334 7
1373 178 161 326 65 3
1373 215 446 13 451 4
1373 216 458 254 179 5
1373 332 268 356 475 12
1373 342 253 57 308 0
1373 347 229 210 129 6
1373 377 5 214 232 2
1373 413 112 437 329 8
1373 416 461 466 492 2
1373 448 91 23 334 0
1373 467 485 202 462 0
1373 492 382 450 228 6
1374 29 123 413 247 13
1374 45 53 141 381 2
1374 48 173 462 310 5
1374 196 312 391 131 7
1374 256 175 28 453 7
1374 267 347 430 495 7
1374 306 358 66 153 5
1374 307 327 161 309 8
1374 323 56 149 339 5
1374 352 327 358 483 1
1374 393 354 485 495 4
1374 431 171 50 209 5
1374 455 495 234 159 5
1374 499 240 451 444 12
1375 47 140 451 331 0
1375 69 91 8 6 7
1375 130 34 72 299 3
1375 218 483 260 200 9
1375 219 179 127 35 9
1375 233 66 257 374 11
1375 250 112 60 179 4
1375 260 69 275 330 1
1375 322 36 248 331 1
1375 346 332 422 123 0
1375 356 46 294 326 6
1375 392 230 465 85 1
1375 410 283 51 426 5
1375 424 303 29 117 7
1375 493 44 385 179 6
1376 53 68 482 186 4
1376 55 355 67 297 3
1376 68 445 199 316 6
1376 71 456 429 187 1
1376 72 315 313 105 1
1376 80 156 480 46 7
1376 95 230 39 488 8
1376 139 443 111 95 5
1376 172 127 223 401 7
1376 207 350 155 197 3
1376 213 342 290 216 7
1376 219 299 306 187 3
1376 266 206 34 265 9
1376 268 430 234 402 5
1376 273 98 30 339 8
1376 291 396 376 28 7
1376 301 326 288 238 0
1376 332 185 411 386 0
1376 383 483 472 390 7
1376 453 493 213 334 11
1376 484 151 385 320 0
1377 16 235 94 441 5
1377 30 299 324 336 3
1377 81 194 174 312 4
1377 97 269 126 259 7
1377 138 334 140 454 2
1377 157 353 227 468 3
1377 162 83 218 425 2
1377 196 105 328 277 6
1377 337 206 449 183 5
1377 346 394 384 15 4
1377 371 490 154 257 7
1377 373 360 428 118 3
1377 384 141 220 236 8
1377 416 187 279 127 8
1377 432 175 2 150 3
1377 441 140 332 101 7
1377 460 471 13 459 7
1377 474 375 174 89 6
1377 475 455 294 61 5
1377 485 298 254 320 6
1378 6 304 342 457 1
1378 51 363 447 324 7
1378 59 369 371 381 7
1378 97 328 151 58 6
1378 133 299 482 88 5
1378 193 298 283 330 0
1378 231 322 220 124 3
1378 246 261 278 68 5
1378 247 79 8 246 14
1378 254 7 66 318 0
1378 301 51 387 468 7
1378 358 453 142 175 2
1378 372 137 182 475 8
1378 384 56 149 153 7
1378 406 25 347 74 1
1378 428 271 201 489 4
1378 443 255 214 347 5
1378 473 383 437 311 3
1378 480 20 35 405 3
1378 483 277 131 139 8
1379 25 316 328 270 4
1379 35 425 328 22 4
1379 62 130 117 230 3
1379 134 317 151 356 6
1379 170 344 454 308 3
1379 209 396 45 291 4
1379 299 110 181 195 6
1379 333 175 293 349 8
1379 370 123 35 442 9
1379 398 464 444 279 8
1379 414 294 13 200 9
1379 428 290 430 111 4
1379 445 96 236 252 5
1379 455 36 453 390 3
1379 471 457 13 306 2
1379 475 223 328 44 5
1379 484 294 176 90 7
1380 11 267 289 10 4
1380 19 13 245 345 7
1380 68 64 202 391 2
1380 90 63 451 259 1
1380 104 114 430 441 2
1380 104 352 25 33 7
1380 114 375 456 155 0
1380 123 34 104 310 1
1380 191 88 10 341 1
1380 191 270 244 367 2
1380 229 260 224 24 6
1380 274 393 199 49 6
1380 295 141 127 43 4
1380 314 302 475 352 2
1380 363 265 51 445 8
1380 412 217 207 72 8
1380 453 107 2 191 6
1381 13 64 133 44 8
1381 25 115 66 31 6
1381 60 145 135 144 4
1381 72 168 80 207 6
1381 122 498 236 259 5
1381 161 215 28 123 11
1381 166 66 193 218 4
1381 177 96 333 112 4
1381 185 200 336 386 4
1381 217 469 283 22 3
1381 325 92 375 229 9
1381 342 499 217 340 8
1381 370 469 8 227 6
1381 389 257 385 330 5
1381 398 16 139 92 4
1381 468 48 182 7 2
1381 474 431 236 34 1
1382 95 219 106 479 4
1382 142 429 89 122 13
1382 145 487 174 434 0
1382 146 440 398 64 2
1382 154 352 51 256 5
1382 190 285 253 235 7
1382 195 389 51 0 3
1382 200 108 12 324 5
1382 231 281 46 28 0
1382 240 448 104 451 0
1382 245 144 434 313 3
1382 258 3 298 336 3
1382 273 110 294 454 5
1382 303 52 383 355 10
1382 324 143 295 389 3
1382 330 183 138 318 0
1382 332 485 360 346 4
1382 374 426 20 305 3
1382 383 163 35 348 5
1382 428 123 470 441 4
1382 444 142 46 309 4
1382 481 291 443 156 0
1383 20 46 231 30 6
1383 61 384 197 384 2
1383 75 191 131 153 2
1383 81 327 320 338 1
1383 94 148 233 177 4
1383 121 133 170 75 7
1383 195 433 24 176 1
1383 221 489 25 262 2
1383 249 75 26 93 11
1383 302 354 393 315 8
1383 302 461 98 236 1
1383 304 70 486 346 5
1383 332 333 253 168 6
1383 357 385 114 224 8
1383 360 62 467 43 5
1383 388 35 10 378 4
1383 437 332 435 125 1
1383 479 148 408 347 5
1383 485 235 106 215 4
1383 488 367 354 148 0
1384 21 129 465 20 0
1384 39 479 417 117 13
1384 65 5 123 222 4
1384 67 384 28 344 10
1384 73 4 440 423 7
1384 74 169 103 233 4
1384 111 174 239 106 9
1384 140 166 437 240 6
1384 174 397 260 422 12
1384 206 136 7 98 0
1384 235 333 119 119 1
1384 236 410 476 452 0
1384 240 237 164 494 5
1384 302 407 156 175 5
1384 339 440 145 296 6
1384 345 104 65 73 9
1384 369 499 419 318 8
1384 383 310 451 393 5
1384 392 249 478 245 4
1384 408 245 52 129 7
1384 427 433 229 481 1
1384 442 499 335 27 0
1384 444 459 271 364 4
1384 488 477 21 17 3
1385 119 385 190 149 7
1385 135 278 325 275 2
1385 204 250 259 95 4
1385 228 244 449 487 5
1385 230 329 138 170 0
1385 245 213 230 291 2
1385 267 406 126 333 5
1385 370 396 247 457 4
1385 376 29 193 437 5
1385 384 254 449 404 6
1385 412 52 452 305 2
1385 417 161 99 381 7
1385 443 247 146 184 7
1385 460 186 127 226 6
1385 498 418 36 416 4
1386 22 463 375 13 2
1386 26 316 312 45 10
1386 40 278 401 246 3
1386 44 42 310 145 4
1386 91 480 189 424 5
1386 121 111 23 318 4
1386 146 134 218 11 4
1386 155 316 385 338 1
1386 156 340 323 313 5
1386 188 169 214 371 6
1386 195 462 363 380 3
1386 201 396 396 359 3
1386 214 216 215 372 1
1386 239 226 273 194 0
1386 279 12 268 38 7
1386 286 0 386 97 5
1386 287 167 289 135 6
1386 292 321 140 365 2
1386 313 128 163 217 1
1386 315 375 231 232 7
1386 355 182 449 225 4
1386 368 130 264 271 10
1386 425 320 303 428 2
1386 474 149 40 269 5
1387 14 42 393 180 4
1387 19 377 201 142 6
1387 39 51 474 282 2
1387 59 476 383 48 3
1387 60 295 477 363 5
1387 60 431 290 21 3
1387 74 232 198 295 5
1387 79 289 216 258 5
1387 92 470 324 258 5
1387 103 241 218 93 10
1387 107 84 146 438 8
1387 195 319 210 405 5
1387 212 79 474 477 0
1387 256 344 232 201 6
1387 262 242 410 127 5
1387 267 318 144 451 5
1387 288 277 274 120 6
1387 319 371 362 92 0
1387 333 459 422 142 7
1387 357 90 19 205 5
1387 416 372 410 421 6
1387 433 49 107 290 7
1387 440 12 119 65 3
1387 450 292 490 100 4
1387 451 280 173 95 1
1387 461 347 403 436 1
1387 469 250 56 336 3
1387 492 372 285 7 5
1387 496 284 238 127 4
1388 16 260 368 409 9
1388 57 10 415 338 7
1388 93 210 460 359 0
1388 97 111 314 496 5
1388 107 384 403 358 4
1388 150 72 496 475 7
1388 161 439 355 235 4
1388 162 361 252 417 3
1388 199 191 422 240 6
1388 202 165 108 415 4
1388 311 105 82 455 6
1388 315 143 207 70 7
1388 323 463 24 381 0
1388 352 350 81 325 2
1388 383 132 47 103 8
1388 399 25 155 243 2
1388 426 377 246 490 8
1388 459 245 161 268 3
1388 476 392 114 140 1
1388 488 69 369 25 3
1388 488 71 365 195 2
1388 499 486 107 144 2
1389 20 22 61 179 1
1389 65 188 480 408 3
1389 77 43 263 497 0
1389 80 62 225 156 3
1389 89 127 17 483 4
1389 95 79 211 124 8
1389 103 312 336 486 3
1389 108 423 114 362 5
1389 114 108 442 316 5
1389 136 84 491 179 2
1389 195 469 238 75 5
1389 212 137 35 363 5
1389 222 330 75 226 0
1389 226 462 205 210 2
1389 235 307 122 312 0
1389 261 353 432 160 3
1389 263 280 471 263 2
1389 267 337 237 149 7
1389 279 487 81 414 10
1389 280 446 55 11 7
1389 371 134 132 292 5
1389 376 181 175 14 5
1389 450 122 481 84 6
1389 483 183 107 310 7
1390 36 320 11 476 4
1390 50 345 110 163 6
1390 51 97 491 167 4
1390 54 399 33 322 7
1390 56 4 389 173 6
1390 72 314 456 30 8
1390 85 439 241 235 8
1390 124 241 85 277 6
1390 130 382 99 368 3
1390 166 270 381 168 10
1390 176 182 380 345 0
1390 188 331 225 14 5
1390 203 156 85 357 4
1390 236 332 28 475 10
1390 240 262 0 317 1
1390 252 497 211 438 7
1390 277 414 377 380 5
1390 300 400 262 55 6
1390 301 168 405 248 4
1390 315 374 472 60 2
1390 353 402 229 249 5
1390 376 81 186 419 2
1390 387 229 436 112 9
1390 428 297 264 109 2
1390 429 48 242 490 6
1390 458 409 15 291 5
1390 469 91 252 284 5
1390 475 252 237 451 6
1390 496 170 416 329 1
1391 15 492 423 212 2
1391 24 412 483 481 8
1391 37 330 232 315 4
1391 42 12 120 440 6
1391 49 63 458 408 0
1391 77 110 376 477 3
1391 132 489 487 137 0
1391 145 205 357 78 2
1391 164 249 119 182 8
1391 190 245 311 468 10
1391 221 56 266 343 1
1391 243 484 92 442 8
1391 267 282 446 100 3
1391 312 70 220 10 3
1391 358 469 189 6 1
1391 386 2 229 24 11
1391 417 314 32 111 0
1391 474 321 93 51 8
1391 483 80 208 383 7
1392 6 412 76 10 0
1392 17 227 295 179 3
1392 23 301 334 173 3
1392 55 71 277 175 3
1392 56 42 199 384 3
1392 76 448 92 483 6
1392 142 365 124 327 3
1392 165 188 351 483 3
1392 174 35 267 39 2
1392 212 193 278 333 1
1392 280 192 313 136 6
1392 284 413 76 292 6
1392 305 399 171 390 7
1392 324 242 473 295 2
1392 330 373 333 100 0
1392 335 35 262 459 12
1392 337 77 280 24 4
1392 342 63 37 357 0
1392 343 44 231 45 3
1392 344 5 116 108 7
1392 352 498 454 442 7
1392 358 151 99 253 1
1392 366 15 72 169 7
1392 391 150 70 223 0
1392 449 382 314 83 9
1392 483 65 379 442 5
1392 485 44 389 26 7
1392 495 74 312 48 5
1393 73 258 21 98 6
1393 141 42 396 315 5
1393 146 471 462 57 8
1393 149 261 17 18 12
1393 266 94 106 199 2
1393 287 275 290 41 11
1393 360 205 347 221 3
1393 394 75 444 120 9
1394 39 366 200 95 3
1394 45 308 273 176 6
1394 46 281 17 142 1
1394 55 260 467 65 3
1394 55 348 433 356 10
1394 98 467 182 458 0
1394 130 164 217 64 3
1394 145 472 15 138 3
1394 150 351 334 488 7
1394 174 375 493 443 9
1394 185 87 54 389 10
1394 220 39 56 362 2
1394 225 374 488 326 10
1394 235 161 23 247 6
1394 244 134 261 144 13
1394 253 330 427 367 3
1394 319 1 185 430 4
1394 346 220 463 377 6
1394 365 140 157 136 0
1394 370 33 179 165 8
1394 372 448 303 424 1
1394 381 328 473 306 6
1394 419 404 177 42 2
1394 437 495 90 367 2
1394 445 188 478 339 0
1394 472 171 136 159 2
1395 8 196 180 150 6
1395 9 397 313 305 7
1395 12 298 327 10 4
1395 31 457 0 17 1
1395 48 93 255 113 2
1395 78 307 34 271 5
1395 90 288 422 304 3
1395 127 144 157 285 8
1395 127 408 67 25 4
1395 136 214 282 489 7
1395 138 259 255 155 2
1395 161 302 498 130 5
1395 167 485 373 158 8
1395 193 435 19 128 7
1395 209 307 97 308 1
1395 233 280 109 406 1
1395 234 497 296 225 6
1395 306 489 42 414 1
1395 359 45 218 465 6
1395 380 98 152 248 3
1395 390 216 137 386 0
1395 398 165 46 435 7
1395 413 327 416 354 2
1395 437 175 198 215 4
1396 8 20 419 184 0
1396 25 211 440 455 0
1396 57 251 331 337 0
1396 85 368 103 6 6
1396 104 231 265 495 1
1396 108 99 362 286 0
1396 142 332 497 166 8
1396 166 372 271 117 4
1396 208 0 477 252 3
1396 265 153 378 275 5
1396 293 32 60 46 5
1396 304 211 389 289 3
1396 305 375 477 335 1
1396 321 347 188 289 6
1396 326 90 401 78 2
1396 332 377 263 485 3
1396 354 278 122 127 4
1396 354 281 193 38 2
1396 371 488 263 169 6
1396 390 338 366 240 11
1396 392 36 67 193 7
1396 405 434 160 265 3
1396 410 283 215 77 9
1396 435 227 495 10 4
1396 477 54 408 390 0
1396 485 47 336 188 8
1397 35 428 74 275 1
1397 54 227 100 316 9
1397 89 187 410 357 4
1397 121 263 251 424 6
1397 132 123 104 296 5
1397 192 174 241 494 4
1397 192 371 391 342 5
1397 195 231 418 249 0
1397 226 102 330 296 5
1397 268 247 103 467 1
1397 269 155 425 145 2
1397 345 144 319 62 7
1397 356 46 350 39 1
1397 388 288 354 327 2
1397 457 18 198 404 3
1397 495 313 56 217 6
1398 15 80 16 49 9
1398 46 161 26 440 6
1398 56 171 312 361 2
1398 67 19 392 374 7
1398 105 393 98 287 2
1398 108 446 479 388 3
1398 151 414 447 56 5
1398 198 396 53 433 7
1398 201 400 302 39 5
1398 205 249 460 255 7
1398 271 18 424 195 4
1398 275 186 161 202 3
1398 279 21 466 419 0
1398 401 222 67 372 9
1398 403 231 45 204 3
1398 418 16 311 236 6
1398 442 362 259 144 1
1398 462 229 368 438 10
1399 0 290 278 320 9
1399 10 74 407 207 0
1399 15 262 418 276 6
1399 47 200 435 260 0
1399 120 207 14 204 7
1399 123 459 488 12 8
1399 176 358 229 324 1
1399 192 220 283 449 8
1399 203 308 452 248 6
1399 219 458 104 422 7
1399 257 7 68 349 2
1399 271 77 90 4 8
1399 274 47 268 313 0
1399 333 483 43 463 5
1399 388 386 261 375 6
1399 399 20 200 390 9
1399 402 447 470 18 5
1399 432 459 169 110 9
1399 462 38 347 337 1
1399 462 122 300 4 9
1399 465 20 426 496 4
1399 484 198 106 144 2
1399 494 119 118 279 4
1400 0 193 171 484 11
1400 3 347 332 173 1
1400 13 157 27 77 7
1400 37 94 410 49 7
1400 66 390 344 260 4
1400 90 392 14 445 9
1400 108 296 7 99 0
1400 159 345 299 400 3
1400 175 345 32 223 5
1400 181 284 86 167 2
1400 202 186 79 483 2
1400 212 63 24 477 4
1400 212 458 474 173 3
1400 224 323 76 193 5
1400 236 319 174 271 5
1400 241 432 364 164 8
1400 250 427 13 205 6
1400 262 399 429 35 1
1400 268 97 332 237 6
1400 273 211 372 473 2
1400 325 122 416 242 7
1400 337 477 101 25 4
1400 358 19 14 414 5
1400 371 392 160 397 3
1400 384 24 16 380 3
1400 402 132 102 343 5
1400 454 293 441 409 5
1400 499 45 165 106 5
1401 38 346 211 491 3
1401 54 398 18 119 4
1401 58 158 95 454 10
1401 78 336 375 488 7
1401 95 477 401 496 7
1401 113 383 180 473 2
1401 191 187 449 34 7
1401 200 434 442 158 0
1401 289 128 310 234 7
1401 311 421 216 32 1
1401 322 86 348 349 1
1401 323 202 31 492 3
1401 389 28 188 338 7
1401 429 479 168 370 3
1401 434 398 85 479 1
1401 446 310 322 106 3
1401 464 232 134 241 8
1401 467 11 105 119 3
1401 480 115 28 1 3
1401 495 128 393 481 3
1401 498 5 340 423 6
1402 38 220 255 136 1
1402 61 446 194 439 2
1402 62 302 287 329 0
1402 123 376 93 272 6
1402 133 18 413 272 5
1402 136 491 145 326 5
1402 223 82 390 411 4
1402 240 245 470 57 0
1402 249 392 414 88 6
1402 252 229 22 393 9
1402 270 183 185 236 4
1402 297 25 278 427 3
1402 305 413 50 238 5
1402 369 180 121 343 8
1402 370 451 452 57 9
1402 432 194 427 6 0
1402 475 244 400 487 6
1402 483 397 266 128 8
1403 14 55 488 424 5
1403 16 375 29 46 5
1403 36 384 140 292 7
1403 100 54 9 243 3
1403 152 152 251 144 4
1403 166 306 170 491 2
1403 177 321 219 106 4
1403 256 255 493 340 7
1403 262 486 415 248 2
1403 287 484 350 440 5
1403 293 24 201 220 6
1403 344 256 27 255 4
1403 348 230 299 54 9
1403 354 420 275 119 5
1403 361 213 301 33 7
1403 409 490 220 204 4
1403 426 475 338 11 8
1403 434 438 309 294 2
1403 459 120 90 287 0
1403 479 401 336 37 4
1403 482 370 291 137 6
1404 15 331 348 199 4
1404 17 131 302 410 1
1404 52 71 424 140 2
1404 62 219 99 58 0
1404 91 254 460 91 4
1404 206 126 18 406 5
1404 212 36 255 294 4
1404 222 122 120 403 7
1404 255 430 90 146 3
1404 288 444 95 237 0
1404 302 401 412 338 5
1404 329 162 251 53 5
1404 361 69 140 447 4
1404 363 477 355 276 2
1404 430 482 456 368 4
1404 439 190 163 53 1
1404 446 183 66 133 7
1404 462 477 258 143 6
1404 474 402 342 294 2
1404 479 418 121 455 6
1404 495 99 262 271 9
1405 26 108 203 118 9
1405 36 175 278 75 5
1405 115 441 257 452 2
1405 120 385 320 185 2
1405 184 191 400 270 7
1405 235 381 371 212 6
1405 268 495 45 92 0
1405 275 413 496 271 4
1405 287 446 463 120 8
1405 296 213 120 169 6
1405 332 120 396 168 7
1405 351 266 254 386 5
1405 360 469 58 148 2
1405 385 19 189 363 2
1405 406 233 209 410 4
1405 452 415 412 105 4
1406 13 256 318 270 7
1406 67 168 275 376 7
1406 91 103 340 359 2
1406 93 335 10 86 5
1406 93 419 476 47 0
1406 107 462 257 298 2
1406 114 170 13 189 6
1406 187 249 322 406 11
1406 197 95 445 198 1
1406 205 125 289 351 8
1406 243 168 73 413 5
1406 270 468 110 481 7
1406 288 356 431 319 3
1406 301 138 127 199 3
1406 321 466 197 165 3
1406 348 300 449 115 2
1406 376 99 373 351 3
1406 423 99 284 416 3
1406 451 13 468 114 3
1406 463 497 400 114 7
1406 499 245 145 291 5
1407 17 377 3 280 7
1407 36 38 203 385 1
1407 42 384 496 69 8
1407 111 26 143 400 0
1407 174 115 229 122 6
1407 183 155 105 488 5
1407 198 214 246 43 6
1407 219 289 158 353 5
1407 232 220 310 132 6
1407 303 100 214 448 1
1407 349 82 225 314 6
1407 355 350 462 377 6
1407 358 313 13 211 9
1407 360 323 328 449 5
1407 394 349 279 284 5
1407 416 238 20 279 11
1407 426 469 219 398 3
1407 438 27 492 141 4
1407 489 378 256 143 0
1408 10 304 40 76 1
1408 19 16 199 288 1
1408 65 210 134 151 3
1408 67 210 283 133 7
1408 77 300 396 209 3
1408 80 455 428 155 5
1408 141 479 498 489 2
1408 143 108 398 447 7
1408 177 228 288 162 1
1408 212 498 273 454 3
1408 236 316 21 331 7
1408 445 413 349 198 6
1408 475 96 347 301 2
1409 31 307 369 387 1
1409 35 147 127 20 0
1409 68 139 158 152 8
1409 93 340 185 38 3
1409 137 72 142 58 8
1409 185 102 470 468 8
1409 197 325 147 176 5
1409 237 48 256 133 7
1409 254 394 459 345 0
1409 281 110 455 47 7
1409 303 200 150 3 1
1409 343 132 23 74 4
1409 358 269 143 497 2
1409 364 463 380 251 4
1409 386 250 217 267 3
1409 397 231 440 200 10
1409 408 179 489 230 6
1409 408 487 286 406 6
1409 437 141 291 70 3
1409 463 260 280 314 0
1410 110 449 97 0 5
1410 134 143 194 59 3
1410 153 166 414 262 0
1410 173 122 21 350 4
